     -500.00     -1000.00    -0.007154    -0.007154    -0.003413
     -500.00      -958.33    -0.007830    -0.007677    -0.003673
     -500.00      -916.67    -0.008501    -0.008165    -0.003914
     -500.00      -875.00    -0.009123    -0.008590    -0.004116
     -500.00      -833.33    -0.009631    -0.008917    -0.004253
     -500.00      -791.67    -0.009941    -0.009114    -0.004294
     -500.00      -750.00    -0.009951    -0.009157    -0.004205
     -500.00      -708.33    -0.009550    -0.009042    -0.003951
     -500.00      -666.67    -0.008642    -0.008789    -0.003507
     -500.00      -625.00    -0.007173    -0.008455    -0.002863
     -500.00      -583.33    -0.005157    -0.008118    -0.002033
     -500.00      -541.67    -0.002702    -0.007869    -0.001057
     -500.00      -500.00     0.000000    -0.007777     0.000000
     -500.00      -458.33     0.002702    -0.007869     0.001057
     -500.00      -416.67     0.005157    -0.008118     0.002033
     -500.00      -375.00     0.007173    -0.008455     0.002863
     -500.00      -333.33     0.008642    -0.008789     0.003507
     -500.00      -291.67     0.009550    -0.009042     0.003951
     -500.00      -250.00     0.009951    -0.009157     0.004205
     -500.00      -208.33     0.009941    -0.009114     0.004294
     -500.00      -166.67     0.009631    -0.008917     0.004253
     -500.00      -125.00     0.009123    -0.008590     0.004116
     -500.00       -83.33     0.008501    -0.008165     0.003914
     -500.00       -41.67     0.007830    -0.007677     0.003673
     -500.00         0.00     0.007154    -0.007154     0.003413
     -458.33     -1000.00    -0.007677    -0.007830    -0.003673
     -458.33      -958.33    -0.008523    -0.008523    -0.004010
     -458.33      -916.67    -0.009403    -0.009201    -0.004339
     -458.33      -875.00    -0.010273    -0.009827    -0.004639
     -458.33      -833.33    -0.011058    -0.010353    -0.004877
     -458.33      -791.67    -0.011652    -0.010727    -0.005014
     -458.33      -750.00    -0.011915    -0.010902    -0.004999
     -458.33      -708.33    -0.011681    -0.010851    -0.004780
     -458.33      -666.67    -0.010784    -0.010585    -0.004313
     -458.33      -625.00    -0.009109    -0.010168    -0.003571
     -458.33      -583.33    -0.006639    -0.009716    -0.002563
     -458.33      -541.67    -0.003509    -0.009367    -0.001342
     -458.33      -500.00     0.000000    -0.009236     0.000000
     -458.33      -458.33     0.003509    -0.009367     0.001342
     -458.33      -416.67     0.006639    -0.009716     0.002563
     -458.33      -375.00     0.009109    -0.010168     0.003571
     -458.33      -333.33     0.010784    -0.010585     0.004313
     -458.33      -291.67     0.011681    -0.010851     0.004780
     -458.33      -250.00     0.011915    -0.010902     0.004999
     -458.33      -208.33     0.011652    -0.010727     0.005014
     -458.33      -166.67     0.011058    -0.010353     0.004877
     -458.33      -125.00     0.010273    -0.009827     0.004639
     -458.33       -83.33     0.009403    -0.009201     0.004339
     -458.33       -41.67     0.008523    -0.008523     0.004010
     -458.33         0.00     0.007677    -0.007830     0.003673
     -416.67     -1000.00    -0.008165    -0.008501    -0.003914
     -416.67      -958.33    -0.009201    -0.009403    -0.004339
     -416.67      -916.67    -0.010328    -0.010328    -0.004776
     -416.67      -875.00    -0.011505    -0.011230    -0.005201
     -416.67      -833.33    -0.012658    -0.012048    -0.005577
     -416.67      -791.67    -0.013661    -0.012704    -0.005854
     -416.67      -750.00    -0.014327    -0.013112    -0.005964
     -416.67      -708.33    -0.014412    -0.013206    -0.005826
     -416.67      -666.67    -0.013641    -0.012966    -0.005363
     -416.67      -625.00    -0.011781    -0.012457    -0.004519
     -416.67      -583.33    -0.008742    -0.011841    -0.003289
     -416.67      -541.67    -0.004674    -0.011337    -0.001737
     -416.67      -500.00     0.000000    -0.011142     0.000000
     -416.67      -458.33     0.004674    -0.011337     0.001737
     -416.67      -416.67     0.008742    -0.011841     0.003289
     -416.67      -375.00     0.011781    -0.012457     0.004519
     -416.67      -333.33     0.013641    -0.012966     0.005363
     -416.67      -291.67     0.014412    -0.013206     0.005826
     -416.67      -250.00     0.014327    -0.013112     0.005964
     -416.67      -208.33     0.013661    -0.012704     0.005854
     -416.67      -166.67     0.012658    -0.012048     0.005577
     -416.67      -125.00     0.011505    -0.011230     0.005201
     -416.67       -83.33     0.010328    -0.010328     0.004776
     -416.67       -41.67     0.009201    -0.009403     0.004339
     -416.67         0.00     0.008165    -0.008501     0.003914
     -375.00     -1000.00    -0.008590    -0.009123    -0.004116
     -375.00      -958.33    -0.009827    -0.010273    -0.004639
     -375.00      -916.67    -0.011230    -0.011505    -0.005201
     -375.00      -875.00    -0.012777    -0.012777    -0.005780
     -375.00      -833.33    -0.014402    -0.014013    -0.006340
     -375.00      -791.67    -0.015974    -0.015107    -0.006818
     -375.00      -750.00    -0.017262    -0.015921    -0.007124
     -375.00      -708.33    -0.017920    -0.016314    -0.007142
     -375.00      -666.67    -0.017502    -0.016197    -0.006740
     -375.00      -625.00    -0.015558    -0.015605    -0.005808
     -375.00      -583.33    -0.011819    -0.014751    -0.004304
     -375.00      -541.67    -0.006418    -0.013997    -0.002299
     -375.00      -500.00     0.000000    -0.013696     0.000000
     -375.00      -458.33     0.006418    -0.013997     0.002299
     -375.00      -416.67     0.011819    -0.014751     0.004304
     -375.00      -375.00     0.015558    -0.015605     0.005808
     -375.00      -333.33     0.017502    -0.016197     0.006740
     -375.00      -291.67     0.017920    -0.016314     0.007142
     -375.00      -250.00     0.017262    -0.015921     0.007124
     -375.00      -208.33     0.015974    -0.015107     0.006818
     -375.00      -166.67     0.014402    -0.014013     0.006340
     -375.00      -125.00     0.012777    -0.012777     0.005780
     -375.00       -83.33     0.011230    -0.011505     0.005201
     -375.00       -41.67     0.009827    -0.010273     0.004639
     -375.00         0.00     0.008590    -0.009123     0.004116
     -333.33     -1000.00    -0.008917    -0.009631    -0.004253
     -333.33      -958.33    -0.010353    -0.011058    -0.004877
     -333.33      -916.67    -0.012048    -0.012658    -0.005577
     -333.33      -875.00    -0.014013    -0.014402    -0.006340
     -333.33      -833.33    -0.016219    -0.016219    -0.007131
     -333.33      -791.67    -0.018554    -0.017977    -0.007886
     -333.33      -750.00    -0.020768    -0.019476    -0.008492
     -333.33      -708.33    -0.022406    -0.020458    -0.008785
     -333.33      -666.67    -0.022773    -0.020686    -0.008554
     -333.33      -625.00    -0.021028    -0.020081    -0.007587
     -333.33      -583.33    -0.016495    -0.018892    -0.005756
     -333.33      -541.67    -0.009153    -0.017713    -0.003123
     -333.33      -500.00     0.000000    -0.017220     0.000000
     -333.33      -458.33     0.009153    -0.017713     0.003123
     -333.33      -416.67     0.016495    -0.018892     0.005756
     -333.33      -375.00     0.021028    -0.020081     0.007587
     -333.33      -333.33     0.022773    -0.020686     0.008554
     -333.33      -291.67     0.022406    -0.020458     0.008785
     -333.33      -250.00     0.020768    -0.019476     0.008492
     -333.33      -208.33     0.018554    -0.017977     0.007886
     -333.33      -166.67     0.016219    -0.016219     0.007131
     -333.33      -125.00     0.014013    -0.014402     0.006340
     -333.33       -83.33     0.012048    -0.012658     0.005577
     -333.33       -41.67     0.010353    -0.011058     0.004877
     -333.33         0.00     0.008917    -0.009631     0.004253
     -291.67     -1000.00    -0.009114    -0.009941    -0.004294
     -291.67      -958.33    -0.010727    -0.011652    -0.005014
     -291.67      -916.67    -0.012704    -0.013661    -0.005854
     -291.67      -875.00    -0.015107    -0.015974    -0.006818
     -291.67      -833.33    -0.017977    -0.018554    -0.007886
     -291.67      -791.67    -0.021279    -0.021279    -0.009001
     -291.67      -750.00    -0.024809    -0.023897    -0.010042
     -291.67      -708.33    -0.028051    -0.025998    -0.010793
     -291.67      -666.67    -0.030002    -0.027063    -0.010931
     -291.67      -625.00    -0.029156    -0.026704    -0.010067
     -291.67      -583.33    -0.023919    -0.025070    -0.007883
     -291.67      -541.67    -0.013692    -0.023132    -0.004370
     -291.67      -500.00     0.000000    -0.022262     0.000000
     -291.67      -458.33     0.013692    -0.023132     0.004370
     -291.67      -416.67     0.023919    -0.025070     0.007883
     -291.67      -375.00     0.029156    -0.026704     0.010067
     -291.67      -333.33     0.030002    -0.027063     0.010931
     -291.67      -291.67     0.028051    -0.025998     0.010793
     -291.67      -250.00     0.024809    -0.023897     0.010042
     -291.67      -208.33     0.021279    -0.021279     0.009001
     -291.67      -166.67     0.017977    -0.018554     0.007886
     -291.67      -125.00     0.015107    -0.015974     0.006818
     -291.67       -83.33     0.012704    -0.013661     0.005854
     -291.67       -41.67     0.010727    -0.011652     0.005014
     -291.67         0.00     0.009114    -0.009941     0.004294
     -250.00     -1000.00    -0.009157    -0.009951    -0.004205
     -250.00      -958.33    -0.010902    -0.011915    -0.004999
     -250.00      -916.67    -0.013112    -0.014327    -0.005964
     -250.00      -875.00    -0.015921    -0.017262    -0.007124
     -250.00      -833.33    -0.019476    -0.020768    -0.008492
     -250.00      -791.67    -0.023897    -0.024809    -0.010042
     -250.00      -750.00    -0.029167    -0.029167    -0.011671
     -250.00      -708.33    -0.034883    -0.033303    -0.013135
     -250.00      -666.67    -0.039826    -0.036273    -0.013977
     -250.00      -625.00    -0.041493    -0.036943    -0.013519
     -250.00      -583.33    -0.036319    -0.034869    -0.011052
     -250.00      -541.67    -0.021793    -0.031490    -0.006313
     -250.00      -500.00     0.000000    -0.029804     0.000000
     -250.00      -458.33     0.021793    -0.031490     0.006313
     -250.00      -416.67     0.036319    -0.034869     0.011052
     -250.00      -375.00     0.041493    -0.036943     0.013519
     -250.00      -333.33     0.039826    -0.036273     0.013977
     -250.00      -291.67     0.034883    -0.033303     0.013135
     -250.00      -250.00     0.029167    -0.029167     0.011671
     -250.00      -208.33     0.023897    -0.024809     0.010042
     -250.00      -166.67     0.019476    -0.020768     0.008492
     -250.00      -125.00     0.015921    -0.017262     0.007124
     -250.00       -83.33     0.013112    -0.014327     0.005964
     -250.00       -41.67     0.010902    -0.011915     0.004999
     -250.00         0.00     0.009157    -0.009951     0.004205
     -208.33     -1000.00    -0.009042    -0.009550    -0.003951
