obsId obs stdev ODirE ODirN ODirU E N U CODE lon lat
0803 0.0 1.0 0 0 1 -288.62942 -372.49114  0.00000 0803  140.20000  38.28900
0804 0.0 1.0 0 0 1 -361.17899 -688.72853  0.00000 0804  139.52200  35.41900
0805 0.0 1.0 0 0 1 -376.20034 -420.19396  0.00000 0805  139.22600  37.82800
0806 0.0 1.0 0 0 1 -406.95086 -424.40957  0.00000 0806  138.88000  37.77700
0807 0.0 1.0 0 0 1 -417.31422 -454.83926  0.00000 0807  138.78000  37.49900
0809 0.0 1.0 0 0 1 -456.50305 -656.01103  0.00000 0809  138.45700  35.67400
0810 0.0 1.0 0 0 1 -404.43805 -445.34596  0.00000 0810  138.92000  37.59000
0813 0.0 1.0 0 0 1 -412.50695 -720.44773  0.00000 0813  138.97400  35.11400
0814 0.0 1.0 0 0 1 -423.46602 -763.88335  0.00000 0814  138.87600  34.71900
0815 0.0 1.0 0 0 1 -445.69279 -718.54891  0.00000 0815  138.61000  35.11700
0817 0.0 1.0 0 0 1 -482.47864 -722.23958  0.00000 0817  138.21000  35.06700
0818 0.0 1.0 0 0 1 -494.29730 -724.05624  0.00000 0818  138.08200  35.04500
0820 0.0 1.0 0 0 1 -486.77788 -746.28663  0.00000 0820  138.17700  34.84900
0838 0.0 1.0 0 0 1 -433.97404 -766.62172  0.00000 0838  138.76300  34.69000
0840 0.0 1.0 0 0 1 -472.75552 -748.46628  0.00000 0840  138.33100  34.83600
0841 0.0 1.0 0 0 1 -404.55717 -739.04302  0.00000 0841  139.07000  34.95000
0842 0.0 1.0 0 0 1 -479.48537 -734.97949  0.00000 0842  138.25000  34.95400
0844 0.0 1.0 0 0 1 -226.76187 -91.68568  0.00000 0844  140.81100  40.83400
0850 0.0 1.0 0 0 1 -95.26110  367.30016  0.00000 0850  142.29200  44.99100
0851 0.0 1.0 0 0 1 -116.70437  359.31714  0.00000 0851  142.02200  44.91600
0853 0.0 1.0 0 0 1 -73.82110  317.67149  0.00000 0853  142.57100  44.54700
0854 0.0 1.0 0 0 1 -44.98118  293.51727  0.00000 0854  142.93600  44.33200
0855 0.0 1.0 0 0 1 -129.87053  293.09228  0.00000 0855  141.87200  44.31800
0856 0.0 1.0 0 0 1 -10.77970  285.48293  0.00000 0856  143.36500  44.26100
0857 0.0 1.0 0 0 1 -87.89714  275.39283  0.00000 0857  142.40100  44.16500
0858 0.0 1.0 0 0 1 -71.96295  269.53261  0.00000 0858  142.60100  44.11400
0859 0.0 1.0 0 0 1  119.69016  264.77834  0.00000 0859  144.99400  44.06500
0860 0.0 1.0 0 0 1 -131.33544  263.55411  0.00000 0860  141.86100  44.05200
0861 0.0 1.0 0 0 1  2.73093  246.47608  0.00000 0861  143.53400  43.91000
0862 0.0 1.0 0 0 1 -101.48204  244.91515  0.00000 0862  142.23700  43.88900
0863 0.0 1.0 0 0 1 -25.95728  243.08189  0.00000 0863  143.17700  43.87900
0864 0.0 1.0 0 0 1  125.30320  234.76210  0.00000 0864  145.05700  43.79400
0865 0.0 1.0 0 0 1 -110.21718  226.93947  0.00000 0865  142.13200  43.72600
0866 0.0 1.0 0 0 1 -9.59010  224.26240  0.00000 0866  143.38100  43.71000
0868 0.0 1.0 0 0 1  39.69253  217.15148  0.00000 0868  143.99200  43.64500
0869 0.0 1.0 0 0 1  138.96757  208.57931  0.00000 0869  145.22000  43.55600
0870 0.0 1.0 0 0 1  98.50504  206.75536  0.00000 0870  144.71900  43.54600
0871 0.0 1.0 0 0 1 -106.06217  204.20306  0.00000 0871  142.18800  43.52200
0872 0.0 1.0 0 0 1 -152.26778  203.08674  0.00000 0872  141.61700  43.50400
0873 0.0 1.0 0 0 1  20.54949  198.06853  0.00000 0873  143.75400  43.47400
0874 0.0 1.0 0 0 1 -25.36769  186.08702  0.00000 0874  143.18700  43.36600
0875 0.0 1.0 0 0 1 -253.22288  185.75950  0.00000 0875  140.37800  43.32100
0876 0.0 1.0 0 0 1 -174.93461  174.39898  0.00000 0876  141.34600  43.24100
0877 0.0 1.0 0 0 1 -150.13147  171.58448  0.00000 0877  141.65200  43.22100
0878 0.0 1.0 0 0 1  119.50932  170.64572  0.00000 0878  144.97100  43.21800
0879 0.0 1.0 0 0 1 -38.37605  164.48564  0.00000 0879  143.02800  43.17100
0880 0.0 1.0 0 0 1 -75.86532  164.13245  0.00000 0880  142.56700  43.16500
0881 0.0 1.0 0 0 1  81.00915  162.41389  0.00000 0881  144.49600  43.14900
0882 0.0 1.0 0 0 1 -186.85553  163.48698  0.00000 0882  141.20300  43.14000
0883 0.0 1.0 0 0 1  7.97399  159.16163  0.00000 0883  143.59800  43.12400
0884 0.0 1.0 0 0 1 -218.94787  158.10082  0.00000 0884  140.81100  43.08300
0885 0.0 1.0 0 0 1 -79.06095  133.72850  0.00000 0885  142.53200  42.89100
0886 0.0 1.0 0 0 1  12.75983  123.17952  0.00000 0886  143.65600  42.80000
0887 0.0 1.0 0 0 1 -44.65730  123.64504  0.00000 0887  142.95400  42.80300
0888 0.0 1.0 0 0 1 -285.83780  116.27547  0.00000 0888  140.01200  42.68500
0889 0.0 1.0 0 0 1 -15.32632  109.18958  0.00000 0889  143.31300  42.67400
0890 0.0 1.0 0 0 1 -90.65641  96.43298  0.00000 0890  142.39600  42.55400
0891 0.0 1.0 0 0 1 -60.37310  65.33828  0.00000 0891  142.76800  42.27700
0892 0.0 1.0 0 0 1 -213.83708  8.73860  0.00000 0892  140.92900  41.74100
0893 0.0 1.0 0 0 1 -246.72483  6.45768  0.00000 0893  140.53500  41.71100
0894 0.0 1.0 0 0 1 -200.96140 -22.19710  0.00000 0894  141.09400  41.46600
0895 0.0 1.0 0 0 1 -211.00389 -51.47590  0.00000 0895  140.98400  41.20000
0896 0.0 1.0 0 0 1 -177.39277 -56.70094  0.00000 0896  141.38600  41.16100
0897 0.0 1.0 0 0 1 -269.19620 -58.24033  0.00000 0897  140.29400  41.12200
0898 0.0 1.0 0 0 1 -294.69033 -100.75231  0.00000 0898  140.01100  40.73100
0901 0.0 1.0 0 0 1 -183.70954 -128.98460  0.00000 0901  141.33200  40.50900
0902 0.0 1.0 0 0 1 -216.95587 -134.87507  0.00000 0902  140.94200  40.44800
0903 0.0 1.0 0 0 1 -171.34395 -155.71443  0.00000 0903  141.48500  40.27100
0904 0.0 1.0 0 0 1 -209.17909 -172.98440  0.00000 0904  141.04600  40.10700
0905 0.0 1.0 0 0 1 -156.97796 -189.34479  0.00000 0905  141.66200  39.97100
0907 0.0 1.0 0 0 1 -177.98654 -225.75962  0.00000 0907  141.42600  39.63900
0908 0.0 1.0 0 0 1 -228.90413 -233.86468  0.00000 0908  140.83600  39.55400
0909 0.0 1.0 0 0 1 -189.87350 -244.80359  0.00000 0909  141.29300  39.46500
0910 0.0 1.0 0 0 1 -188.85471 -270.37358  0.00000 0910  141.31200  39.23500
0911 0.0 1.0 0 0 1 -181.74216 -295.30654  0.00000 0911  141.40100  39.01200
0912 0.0 1.0 0 0 1 -203.61265 -296.66193  0.00000 0912  141.14900  38.99500
0913 0.0 1.0 0 0 1 -231.18192 -302.68133  0.00000 0913  140.83300  38.93400
0914 0.0 1.0 0 0 1 -189.64055 -324.99454  0.00000 0914  141.31800  38.74300
0915 0.0 1.0 0 0 1 -217.10610 -330.62625  0.00000 0915  141.00400  38.68600
0916 0.0 1.0 0 0 1 -203.51876 -333.75990  0.00000 0916  141.16100  38.66100
0917 0.0 1.0 0 0 1 -241.49792 -342.59217  0.00000 0917  140.72800  38.57200
0918 0.0 1.0 0 0 1 -191.47391 -350.82504  0.00000 0918  141.30400  38.51000
0920 0.0 1.0 0 0 1 -243.96996 -425.49942  0.00000 0920  140.72800  37.82500
0921 0.0 1.0 0 0 1 -294.96401 -144.33989  0.00000 0921  140.02800  40.33900
0922 0.0 1.0 0 0 1 -263.27784 -162.85532  0.00000 0922  140.40800  40.18300
0923 0.0 1.0 0 0 1 -297.96092 -170.80235  0.00000 0923  140.00500  40.10000
0924 0.0 1.0 0 0 1 -253.34256 -192.31557  0.00000 0924  140.53600  39.92100
0925 0.0 1.0 0 0 1 -296.22167 -234.47637  0.00000 0925  140.05400  39.52800
0926 0.0 1.0 0 0 1 -249.69365 -238.33534  0.00000 0926  140.59600  39.50800
0927 0.0 1.0 0 0 1 -277.78897 -260.83662  0.00000 0927  140.27900  39.29700
0928 0.0 1.0 0 0 1 -240.69401 -278.84345  0.00000 0928  140.71500  39.14600
0929 0.0 1.0 0 0 1 -264.20247 -288.31380  0.00000 0929  140.44700  39.05400
0930 0.0 1.0 0 0 1 -287.52162 -300.39369  0.00000 0930  140.18300  38.93800
0931 0.0 1.0 0 0 1 -260.97465 -321.98144  0.00000 0931  140.49700  38.75200
0932 0.0 1.0 0 0 1 -332.66716 -324.98619  0.00000 0932  139.67500  38.70100
0933 0.0 1.0 0 0 1 -285.45687 -334.92581  0.00000 0933  140.22100  38.62800
0934 0.0 1.0 0 0 1 -272.09912 -386.28568  0.00000 0934  140.39400  38.17000
0935 0.0 1.0 0 0 1 -318.30235 -412.29389  0.00000 0935  139.87900  37.92100
0936 0.0 1.0 0 0 1 -268.67814 -423.84296  0.00000 0936  140.44700  37.83300
0937 0.0 1.0 0 0 1 -311.08881 -440.58158  0.00000 0937  139.97300  37.66900
0938 0.0 1.0 0 0 1 -258.51183 -451.05138  0.00000 0938  140.57200  37.59100
0939 0.0 1.0 0 0 1 -324.07423 -463.20720  0.00000 0939  139.83600  37.46100
0940 0.0 1.0 0 0 1 -268.57055 -466.95260  0.00000 0940  140.46400  37.44500
0941 0.0 1.0 0 0 1 -337.95066 -477.66706  0.00000 0941  139.68600  37.32600
0942 0.0 1.0 0 0 1 -291.36629 -483.07943  0.00000 0942  140.21300  37.29300
0943 0.0 1.0 0 0 1 -270.55603 -492.88402  0.00000 0943  140.45100  37.21100
0944 0.0 1.0 0 0 1 -247.12663 -496.71266  0.00000 0944  140.71600  37.18300
0945 0.0 1.0 0 0 1 -277.89358 -513.42005  0.00000 0945  140.37600  37.02400
0946 0.0 1.0 0 0 1 -250.25211 -524.38586  0.00000 0946  140.69000  36.93300
0947 0.0 1.0 0 0 1 -278.97465 -574.25891  0.00000 0947  140.38600  36.47600
0948 0.0 1.0 0 0 1 -307.82946 -501.16342  0.00000 0948  140.03500  37.12500
0949 0.0 1.0 0 0 1 -356.10946 -527.40119  0.00000 0949  139.50500  36.87200
0950 0.0 1.0 0 0 1 -335.43853 -565.36497  0.00000 0950  139.75300  36.53800
0951 0.0 1.0 0 0 1 -322.33956 -574.86525  0.00000 0951  139.90300  36.45700
0952 0.0 1.0 0 0 1 -395.88866 -529.54234  0.00000 0952  139.06100  36.83700
0954 0.0 1.0 0 0 1 -416.21944 -555.95229  0.00000 0954  138.84800  36.59100
0955 0.0 1.0 0 0 1 -402.09975 -578.42841  0.00000 0955  139.01700  36.39500
0956 0.0 1.0 0 0 1 -381.35764 -593.48853  0.00000 0956  139.25500  36.26800
0957 0.0 1.0 0 0 1 -431.35376 -598.72724  0.00000 0957  138.70300  36.20000
0959 0.0 1.0 0 0 1 -321.74956 -720.77506  0.00000 0959  139.96800  35.14400
0960 0.0 1.0 0 0 1 -375.48045 -691.25624  0.00000 0960  139.36600  35.39100
0961 0.0 1.0 0 0 1 -387.82162 -451.70115  0.00000 0961  139.11100  37.54000
0962 0.0 1.0 0 0 1 -431.78112 -486.05634  0.00000 0962  138.63500  37.21200
0963 0.0 1.0 0 0 1 -377.70362 -494.66067  0.00000 0963  139.24700  37.15800
0964 0.0 1.0 0 0 1 -448.20888 -496.89117  0.00000 0964  138.45700  37.10700
0965 0.0 1.0 0 0 1 -285.92191 -540.37237  0.00000 0965  140.29600  36.77900
0979 0.0 1.0 0 0 1 -456.35961 -630.30174  0.00000 0979  138.44400  35.90500
0980 0.0 1.0 0 0 1 -411.43284 -649.30621  0.00000 0980  138.95000  35.75400
0981 0.0 1.0 0 0 1 -444.04773 -679.56757  0.00000 0981  138.60700  35.46800
0982 0.0 1.0 0 0 1 -434.77473 -525.42494  0.00000 0982  138.62400  36.85700
0983 0.0 1.0 0 0 1 -482.74250 -539.55797  0.00000 0983  138.09700  36.70700
0984 0.0 1.0 0 0 1 -481.73278 -560.00236  0.00000 0984  138.12100  36.52400
0985 0.0 1.0 0 0 1 -461.32329 -590.40423  0.00000 0985  138.36600  36.26100
0987 0.0 1.0 0 0 1 -487.96454 -631.61997  0.00000 0987  138.09600  35.87800
2005 0.0 1.0 0 0 1 -133.77530  205.47350  0.00000 2005  141.84500  43.52900
2106 0.0 1.0 0 0 1 -403.18160 -732.76495  0.00000 2106  139.08200  35.00700
2107 0.0 1.0 0 0 1 -401.52573 -736.72999  0.00000 2107  139.10200  34.97200
2110 0.0 1.0 0 0 1 -307.21328 -614.41267  0.00000 2110  140.08700  36.10600
3001 0.0 1.0 0 0 1 -355.43932 -591.58133  0.00000 3001  139.54200  36.29500
3002 0.0 1.0 0 0 1 -298.78429 -597.26209  0.00000 3002  140.17400  36.26300
3003 0.0 1.0 0 0 1 -331.65517 -602.63217  0.00000 3003  139.81100  36.20400
3004 0.0 1.0 0 0 1 -265.81293 -607.43459  0.00000 3004  140.54400  36.18100
3005 0.0 1.0 0 0 1 -373.96484 -610.15474  0.00000 3005  139.34500  36.12100
3006 0.0 1.0 0 0 1 -284.19480 -616.18750  0.00000 3006  140.34300  36.09700
3007 0.0 1.0 0 0 1 -347.82046 -615.00967  0.00000 3007  139.63700  36.08700
3008 0.0 1.0 0 0 1 -333.45717 -624.01283  0.00000 3008  139.80000  36.01100
3009 0.0 1.0 0 0 1 -256.19845 -632.81599  0.00000 3009  140.65900  35.95500
3010 0.0 1.0 0 0 1 -279.23843 -630.45158  0.00000 3010  140.40300  35.97000
3011 0.0 1.0 0 0 1 -364.14299 -632.24764  0.00000 3011  139.46400  35.92600
3012 0.0 1.0 0 0 1 -316.33871 -632.53285  0.00000 3012  139.99300  35.94000
3013 0.0 1.0 0 0 1 -347.12468 -631.71001  0.00000 3013  139.65200  35.93700
3014 0.0 1.0 0 0 1 -302.87359 -640.33665  0.00000 3014  140.14500  35.87400
3015 0.0 1.0 0 0 1 -279.46196 -648.99154  0.00000 3015  140.40700  35.80300
3016 0.0 1.0 0 0 1 -333.24929 -649.69146  0.00000 3016  139.81300  35.78000
3018 0.0 1.0 0 0 1 -314.05636 -649.72400  0.00000 3018  140.02500  35.78600
3019 0.0 1.0 0 0 1 -362.95610 -656.30907  0.00000 3019  139.48800  35.71000
3020 0.0 1.0 0 0 1 -288.08606 -658.26765  0.00000 3020  140.31500  35.71700
3021 0.0 1.0 0 0 1 -257.85493 -652.53207  0.00000 3021  140.64700  35.77700
3022 0.0 1.0 0 0 1 -240.83162 -658.67128  0.00000 3022  140.83700  35.72600
3023 0.0 1.0 0 0 1 -325.62750 -661.64097  0.00000 3023  139.90200  35.67500
3024 0.0 1.0 0 0 1 -276.30994 -666.96950  0.00000 3024  140.44800  35.64200
3025 0.0 1.0 0 0 1 -300.31230 -677.08027  0.00000 3025  140.18700  35.54400
3026 0.0 1.0 0 0 1 -346.84431 -673.28871  0.00000 3026  139.67300  35.56300
3027 0.0 1.0 0 0 1 -288.48345 -679.02359  0.00000 3027  140.31800  35.53000
3028 0.0 1.0 0 0 1 -365.62360 -677.21053  0.00000 3028  139.46800  35.52100
3029 0.0 1.0 0 0 1 -378.95789 -680.88192  0.00000 3029  139.32300  35.48300
3030 0.0 1.0 0 0 1 -313.01615 -687.31027  0.00000 3030  140.05100  35.44800
3031 0.0 1.0 0 0 1 -404.53527 -687.32912  0.00000 3031  139.04500  35.41500
3032 0.0 1.0 0 0 1 -349.11487 -687.31515  0.00000 3032  139.65400  35.43600
3033 0.0 1.0 0 0 1 -287.14641 -691.17173  0.00000 3033  140.33700  35.42100
3034 0.0 1.0 0 0 1 -366.68121 -698.73290  0.00000 3034  139.46600  35.32700
3035 0.0 1.0 0 0 1 -385.24858 -700.40611  0.00000 3035  139.26300  35.30500
3036 0.0 1.0 0 0 1 -334.00373 -701.66693  0.00000 3036  139.82600  35.31200
3037 0.0 1.0 0 0 1 -304.73125 -700.36850  0.00000 3037  140.14700  35.33300
3038 0.0 1.0 0 0 1 -419.82745 -696.97468  0.00000 3038  138.88200  35.32200
3039 0.0 1.0 0 0 1 -333.05057 -720.36831  0.00000 3039  139.84400  35.14400
3041 0.0 1.0 0 0 1 -294.33150 -719.26021  0.00000 3041  140.26800  35.16600
3042 0.0 1.0 0 0 1 -399.93240 -717.11680  0.00000 3042  139.11000  35.14900
3043 0.0 1.0 0 0 1 -419.09439 -720.59170  0.00000 3043  138.90200  35.11000
3044 0.0 1.0 0 0 1 -311.75534 -724.67754  0.00000 3044  140.07900  35.11200
3045 0.0 1.0 0 0 1 -322.58750 -708.41401  0.00000 3045  139.95400  35.25500
3046 0.0 1.0 0 0 1 -410.81283 -731.53528  0.00000 3046  138.99800  35.01500
3047 0.0 1.0 0 0 1 -331.99365 -741.51624  0.00000 3047  139.86400  34.95400
3048 0.0 1.0 0 0 1 -399.03592 -740.50846  0.00000 3048  139.13100  34.93900
3049 0.0 1.0 0 0 1 -417.98068 -742.22187  0.00000 3049  138.92500  34.91600
3052 0.0 1.0 0 0 1 -501.71511 -752.49980  0.00000 3052  138.01800  34.78600
3053 0.0 1.0 0 0 1 -412.85922 -760.80478  0.00000 3053  138.99000  34.75100
3055 0.0 1.0 0 0 1 -372.56645 -769.63347  0.00000 3055  139.43300  34.68700
3057 0.0 1.0 0 0 1 -390.07096 -803.93047  0.00000 3057  139.25800  34.37200
3058 0.0 1.0 0 0 1 -402.29852 -822.53610  0.00000 3058  139.13400  34.20000
3059 0.0 1.0 0 0 1 -368.52610 -832.69701  0.00000 3059  139.50400  34.12100
3060 0.0 1.0 0 0 1 -364.82332 -839.73007  0.00000 3060  139.54700  34.05900
3061 0.0 1.0 0 0 1 -409.81383 -741.92329  0.00000 3061  139.01400  34.92200
3062 0.0 1.0 0 0 1 -399.97083 -747.25079  0.00000 3062  139.12400  34.87800
3063 0.0 1.0 0 0 1 -382.80356 -653.92122  0.00000 3063  139.26800  35.72400
3064 0.0 1.0 0 0 1 -409.74847 -663.95649  0.00000 3064  138.97600  35.62300
3065 0.0 1.0 0 0 1 -393.40799 -666.13695  0.00000 3065  139.15700  35.61000
3066 0.0 1.0 0 0 1 -389.92993 -686.41693  0.00000 3066  139.20500  35.42900
3067 0.0 1.0 0 0 1 -348.83998 -706.10748  0.00000 3067  139.66500  35.26700
3068 0.0 1.0 0 0 1 -405.01244 -706.10391  0.00000 3068  139.04900  35.24600
3069 0.0 1.0 0 0 1 -458.89805 -681.49255  0.00000 3069  138.44500  35.44400
3070 0.0 1.0 0 0 1 -425.09547 -677.25819  0.00000 3070  138.81400  35.49700
3071 0.0 1.0 0 0 1 -448.63053 -691.13754  0.00000 3071  138.56300  35.36200
3072 0.0 1.0 0 0 1 -430.01076 -698.27567  0.00000 3072  138.77100  35.30600
3073 0.0 1.0 0 0 1 -459.68419 -698.70677  0.00000 3073  138.44600  35.28900
3075 0.0 1.0 0 0 1 -444.58665 -709.03265  0.00000 3075  138.61700  35.20300
3076 0.0 1.0 0 0 1 -435.17338 -712.71602  0.00000 3076  138.72200  35.17400
3077 0.0 1.0 0 0 1 -453.72317 -723.71681  0.00000 3077  138.52500  35.06700
3078 0.0 1.0 0 0 1 -467.75799 -718.99953  0.00000 3078  138.36900  35.10300
3079 0.0 1.0 0 0 1 -489.10511 -717.76569  0.00000 3079  138.13500  35.10400
3081 0.0 1.0 0 0 1 -467.57397 -731.47710  0.00000 3081  138.37800  34.99100
3085 0.0 1.0 0 0 1 -431.41875 -757.17421  0.00000 3085  138.78600  34.77600
3086 0.0 1.0 0 0 1 -427.50740 -775.82193  0.00000 3086  138.83800  34.61000
3088 0.0 1.0 0 0 1 -495.56875 -735.68165  0.00000 3088  138.07500  34.94000
3091 0.0 1.0 0 0 1 -490.97852 -756.19674  0.00000 3091  138.13700  34.75800
3092 0.0 1.0 0 0 1 -482.93873 -758.84839  0.00000 3092  138.22600  34.73800
3093 0.0 1.0 0 0 1 -498.84337 -760.56338  0.00000 3093  138.05400  34.71500
3094 0.0 1.0 0 0 1 -492.39205 -768.92755  0.00000 3094  138.12900  34.64300
5105 0.0 1.0 0 0 1 -394.89095 -729.34640  0.00000 5105  139.17100  35.04100
STK2 0.0 1.0 0 0 1 -133.77530  205.47350  0.00000 STK2  141.84500  43.52900
TSK2 0.0 1.0 0 0 1 -307.21328 -614.41267  0.00000 TSK2  140.08700  36.10600
TSKB 0.0 1.0 0 0 1 -307.21328 -614.41267  0.00000 TSKB  140.08700  36.10600
USUD 0.0 1.0 0 0 1 -462.43446 -604.59865  0.00000 USUD  138.36200  36.13300
