Tid lon lat E[km] N[km] dep[km] strike dip Area[km2] idP1 idP2 idP3
395  142.34  38.46  -101.413 -357.798  29.163  190.981  17.147  292.406   155 70 154
396  141.07  35.80  -219.254 -650.882  35.122  188.602  19.192  385.981   220 219 231
397  142.89  39.48  -52.355 -245.208  21.959  194.421  10.735  337.868   136 75 132
398  141.48  36.55  -180.793 -568.521  30.269  202.145  21.541  742.850   218 222 204
399  142.96  37.78  -47.505 -434.143  14.601  198.169  7.439   299.096   156 126 113
4  144.21  39.90   60.482 -198.582  7.599   193.572  4.047   269.006   51 11 9
40  141.28  37.62  -196.088 -449.050  56.641  196.823  25.302  545.307   175 173 58
400  140.86  37.50  -233.491 -462.150  71.620  204.274  26.193  604.689   30 224 173
401  142.80  38.23  -61.045 -384.111  18.558  192.991  10.288  298.667   157 152 153
402  141.41  38.25  -183.237 -379.759  58.828  193.389  25.721  375.907   179 178 177
403  141.61  35.70  -170.583 -662.729  18.628  186.839  15.660  471.274   217 200 201
404  143.30  37.09  -17.999 -511.070  8.075   209.643  3.784   288.944   82 35 81
405  142.09  36.85  -125.348 -536.809  18.127  215.634  11.731  354.709   138 96 62
406  143.48  38.34  -1.678  -372.420  10.673  183.537  5.730   221.579   150 133 67
407  143.04  38.46  -40.567 -358.644  15.630  184.890  8.729   183.908   143 118 117
408  143.62  37.77   10.894 -435.524  8.763   200.367  4.316   173.975   142 72 140
409  143.65  39.11   13.208 -286.410  10.964  196.487  6.186   258.077   165 164 128
41  141.72  37.40  -157.263 -475.096  36.154  199.316  21.321  219.764   88 71 213
410  141.98  36.29  -136.733 -597.998  15.008  185.853  11.193  406.638   234 237 229
411  143.22  39.36  -24.073 -258.860  16.588  193.997  9.051   301.944   162 132 65
412  140.90  36.23  -233.699 -603.091  44.450  198.759  20.411  408.639   169 172 198
413  142.08  35.62  -128.926 -672.716  9.692   198.388  8.235   480.085   47 236 201
414  143.04  39.56  -39.117 -236.118  19.874  192.122  11.115  340.467   136 132 109
415  140.71  36.28  -250.209 -596.579  50.565  199.756  17.752  444.325   198 40 169
416  142.21  38.34  -112.407 -370.777  31.707  191.378  17.075  362.339   155 154 149
417  144.06  39.14   48.564 -283.016  7.779   190.140  4.124   178.123   99 76 16
418  143.55  40.25   4.286  -159.607  14.539  198.495  9.486   409.938   208 210 205
42  142.91  38.52  -51.199 -351.486  17.597  190.555  10.561  200.834   118 111 117
43  141.14  37.32  -209.272 -482.800  57.362  201.520  24.792  505.528   173 227 59
44  143.87  38.34   32.505 -371.757  8.002   179.897  3.337   239.927   93 79 24
45  143.38  39.29  -10.012 -266.129  14.349  191.693  7.584   307.925   164 162 65
46  143.37  40.02  -10.711 -185.616  16.027  193.221  10.758  416.608   130 208 104
47  142.25  36.10  -112.391 -619.278  10.694  206.074  6.405   307.029   216 215 234
48  143.32  37.36  -16.025 -480.927  9.137   208.175  5.169   265.162   135 81 73
49  143.88  39.00   33.154 -298.336  8.768   195.743  4.866   234.582   165 137 76
5  143.71  38.52   18.392 -351.792  9.065   184.286  4.404   248.285   160 67 93
50  143.54  38.89   3.697  -310.488  11.211  196.603  6.235   176.788   128 122 91
51  140.92  36.06  -232.684 -622.186  42.025  195.233  20.052  374.972   231 172 169
52  144.13  39.24   54.084 -271.733  7.477   183.616  4.288   169.293   99 16 15
53  141.60  36.72  -169.918 -549.662  28.902  199.199  21.831  558.788   218 61 222
54  142.77  38.85  -63.740 -315.016  21.267  186.575  12.432  345.412   144 110 97
55  142.70  37.61  -70.358 -453.005  16.838  203.213  10.263  252.935   156 64 102
56  142.33  39.18  -101.481 -278.049  32.414  186.168  17.757  425.845   98 53 77
57  143.68  38.89   15.975 -310.905  10.009  199.520  5.436   193.977   137 128 91
58  142.92  38.14  -51.155 -393.890  16.566  187.747  9.002   201.080   158 152 157
59  141.37  36.94  -190.027 -524.631  40.931  203.276  25.172  411.194   222 60 225
6  142.78  39.26  -62.436 -269.317  22.657  192.203  11.831  268.265   131 123 75
60  141.50  36.00  -180.218 -629.952  23.696  198.551  18.297  272.469   171 199 217
61  142.24  39.33  -108.513 -260.832  35.490  189.943  18.530  430.724   105 53 98
62  144.24  40.23   62.936 -161.900  8.115   191.493  4.721   416.889   211 9 7
63  143.37  39.71  -11.569 -220.084  15.386  180.289  9.100   346.743   130 109 127
64  142.77  37.96  -64.459 -413.953  18.066  190.965  9.648   325.684   157 119 113
65  143.65  38.17   13.514 -391.066  9.248   185.498  4.737   267.776   141 79 133
66  141.11  38.36  -208.829 -366.969  72.643  191.561  27.167  430.273   22 25 178
67  142.25  37.76  -109.670 -435.189  26.054  198.708  13.883  311.787   120 101 92
68  143.01  40.18  -42.096 -167.200  23.669  191.105  14.159  487.093   107 104 194
69  142.71  36.76  -70.231 -547.399  10.538  207.439  5.523   261.649   148 145 147
7  143.47  37.60  -2.387  -454.035  9.178   208.294  4.839   214.929   142 134 73
70  141.00  36.30  -224.479 -594.885  42.209  199.379  20.251  278.302   230 198 172
71  141.87  39.78  -139.617 -211.088  52.957  193.078  25.214  422.346   10 12 187
72  143.82  40.50   27.389 -132.726  12.097  188.527  6.910   333.037   210 196 221
73  142.14  37.00  -120.691 -520.058  19.252  212.261  11.524  389.207   138 63 96
74  142.56  40.28  -80.120 -155.948  35.465  192.367  18.813  245.756   190 191 192
75  142.95  37.00  -49.013 -520.176  10.018  210.958  5.774   307.491   145 82 116
76  143.92  38.23   36.583 -384.400  7.742   183.538  3.376   207.417   79 26 24
77  141.44  36.16  -185.464 -611.889  27.067  195.956  17.918  352.502   204 199 171
78  140.89  37.79  -229.437 -429.745  75.291  198.218  27.237  344.225   27 30 174
79  141.81  39.15  -145.917 -280.563  49.077  184.870  24.390  252.406   186 184 185
8  143.25  38.87  -21.617 -313.629  14.059  198.725  7.660   293.345   122 121 89
80  142.30  37.64  -105.705 -449.119  23.974  199.972  14.117  269.163   120 92 114
81  143.01  38.35  -43.161 -370.502  15.825  187.764  8.674   179.882   152 143 117
82  144.08  40.66   48.641 -114.775  10.155  195.899  5.766   413.766   196 5 2
83  142.85  39.92  -55.548 -196.051  25.411  193.428  14.350  389.634   209 66 107
84  142.07  37.49  -126.608 -465.631  27.370  200.565  15.972  369.483   214 92 71
85  142.69  36.95  -71.995 -525.877  11.966  208.879  6.876   172.614   168 167 145
86  144.06  39.33   48.474 -261.668  7.957   184.814  4.354   205.368   99 15 85
87  141.57  38.03  -168.957 -404.902  49.662  195.849  24.527  434.343   57 103 177
88  140.64  36.46  -256.248 -576.805  55.234  207.232  19.798  612.381   198 37 40
89  143.14  38.07  -31.377 -401.903  13.592  190.026  7.501   207.170   159 124 158
9  141.61  37.68  -167.073 -443.006  44.402  194.703  23.365  433.894   87 57 58
90  142.91  36.60  -52.468 -564.422  8.283   213.456  5.478   314.969   148 39 38
91  143.37  38.76  -11.475 -325.069  12.412  194.012  6.665   235.992   129 122 89
92  144.03  38.58   46.285 -344.883  7.242   182.409  3.281   133.980   166 23 21
93  143.99  38.90   42.870 -309.612  7.867   189.196  3.899   293.672   137 20 76
94  141.29  35.56  -200.084 -678.215  27.373  183.675  19.167  450.280   220 48 200
95  141.95  35.78  -139.948 -655.210  12.237  204.211  9.258   424.778   236 170 201
96  142.04  35.48  -132.884 -688.356  9.266   210.462  8.262   531.597   201 50 47
97  142.61  37.33  -78.975 -483.129  15.991  205.477  9.646   315.437   146 102 86
98  140.92  36.56  -230.848 -566.707  48.355  203.559  19.822  357.982   198 223 232
99  142.04  38.37  -127.491 -367.588  37.047  191.223  20.693  463.879   154 56 149
