id lon lat ....
0001 141.75 45.403 -1.24469879484 -6.93030158024 -7.88139226276 0.864101036731 1.06571955815 4.57546552197
0002 143.224 44.434 -3.45767866758 7.83746161318 7.88148707394 0.683946591624 0.936485900956 7.90414912186
0003 141.756 44.398 -4.17263933933 -2.8694666953 -8.85997036686 0.675318371587 0.641733955007 4.79365290715
0004 144.676 43.916 -0.303400419786 7.83882348722 -3.81743736127 0.884234027747 0.852377244736 3.70885724716
0005 144.449 43.508 0.49287365361 4.24257577521 5.54574656349 2.19455112106 1.53902638341 3.02567774628
0007 142.482 43.59 -6.07175391078 5.58367794064 -4.68467312824 1.00431129137 1.21699500717 3.70375897354
0008 141.51 43.854 -1.20380033844 -2.70094244261 3.21358023097 2.23996514691 1.40013963042 4.07871760044
0009 145.13 43.07 -0.308524056786 16.1609437503 2.66464537386 0.776550119854 1.4172878932 5.11964770438
0010 144.432 42.963 0.517808845728 14.6728942122 9.15515562576 0.769425123324 1.37637833861 4.76299637262
0012 142.402 42.981 -6.00815177031 3.94536457576 -1.83722635794 1.13469720062 1.1014667668 4.32618084698
0013 141.031 43.178 3.33690453513 -10.5275270276 -8.43440288375 2.20341199485 1.77392159505 6.29479440589
0014 141.731 42.983 -4.35549209387 -7.66024138503 5.59657255932 0.924120422726 1.60421630678 3.49116945192
0015 143.331 42.322 -2.92418416666 16.9244588685 -3.52311455703 2.84938199381 1.0473177294 7.26007165801
0016 142.365 42.357 -1.4854870478 -2.07664496736 10.4944855409 0.919911951589 1.2819710532 4.6643200786
0017 139.858 42.451 18.9305745969 -32.4965835334 0.219538507818 0.904363279737 1.50437384549 4.3249072549
0018 140.942 42.374 8.24094789644 -31.094288175 -0.627955432579 0.825619813525 1.01881596451 5.08992575881
0019 143.157 42.006 -0.219370395966 14.6365158597 11.6613782863 0.937498659084 1.28603805396 4.29027460278
0020 139.52 42.154 33.0904493606 -45.1889642266 -5.64248160334 3.9084014939 1.68138435203 5.15074451466
0021 140.107 42.008 33.0288498527 -50.7390854049 4.92162839177 0.994463913954 1.53136606447 4.10536170551
0022 140.748 41.826 27.677869967 -56.9242782766 8.72756044602 0.936597583648 0.846609096954 4.3119272361
0023 140.041 41.466 63.6446398022 -57.3481322887 19.9645898966 1.07780389796 0.838329982226 5.07206418084
0024 141.213 41.301 51.3196693505 -87.1154532052 23.6260947066 1.23907470393 1.7877099357 5.79577598062
0026 140.273 40.779 122.276701058 -125.650037986 10.6059703601 1.17355217102 2.33159946094 5.47161882554
0027 141.789 40.133 333.181837231 -216.283985873 -49.1177951856 25.3729800627 5.75646668649 6.69751924113
0028 141.94 39.572 685.905639143 -208.306774506 -107.91365651 1.56586663474 1.68867613949 4.64600994439
0029 141.204 39.111 632.65356038 -196.92381544 -2.84694356938 0.594578023139 1.83149193148 7.21746215471
0030 139.776 39.968 241.609608942 -125.067851318 -0.596229209948 1.58836321238 1.35393034807 6.82000130622
0031 140.048 39.399 382.074161298 -155.820109795 2.59973521942 0.821758541578 1.1221159354 5.24407475814
0032 139.809 38.895 385.920323919 -115.334019145 -23.3391099641 0.518477128984 1.79240096413 4.88974699554
0033 140.319 38.759 507.065789766 -145.240756683 -54.4768130588 0.79886491146 1.49305781295 4.6717919724
0035 140.366 38.331 523.083507717 -111.151939731 -57.0301434234 0.903282780738 1.49731495381 2.67997339932
0037 140.954 38.317 584.297008066 -164.50621425 62.7252463678 0.964777025663 1.00770150117 2.80434387797
0038 140.908 37.801 523.202966421 -156.624857888 46.688995795 0.948622046373 1.61856873374 4.61464717876
0040 139.792 37.644 364.844167779 -25.3526205753 -34.8695269824 0.888604451161 0.686285529165 7.02102189147
0041 140.903 37.091 425.086054339 -124.230148516 50.1516867685 1.12721165236 1.31465409215 2.87368473886
0042 140.612 36.54 263.807090959 -78.9196378446 32.8797087372 1.28310533644 0.641820662336 5.69375173953
0045 138.865 36.259 161.517707435 19.6383496458 11.6173436886 1.78938649846 0.996996789334 5.3168405795
0046 137.851 36.5 122.753883261 18.6483374518 7.36503928493 1.14798041038 1.44595799835 3.71241309484
0047 137.944 35.924 79.5944366192 21.9272627201 5.28410316977 1.12737823765 1.27537499121 6.46440737213
0048 138.583 35.59 91.2419229868 14.1972085552 21.2555119322 2.00363016505 1.58355905693 8.2468563456
0049 139.51 38.231 361.550108964 -57.0086002559 -19.2257865273 0.656252412534 0.937440733942 4.32350850238
0050 138.989 37.896 269.882580849 -23.8980052063 1.62851964147 0.755074805819 0.808687635912 6.56611743055
0051 138.574 37.398 212.382367685 -2.37267175968 29.1380009866 0.462125691357 1.08804434931 3.5708140485
0052 137.487 36.929 124.242479113 10.3383795067 -1.67342928744 0.820100824981 1.24981115397 5.45211033251
0053 136.889 37.382 115.895612053 4.0571302762 5.83413620807 1.03853820695 0.787429751115 4.28917154406
0054 136.65 36.663 83.1686304363 13.458780706 -2.85384079769 1.20904875721 1.03880479891 3.50113666566
0055 136.173 36.231 58.5357049277 14.2511507387 -9.34656736471 0.972728535797 0.434875705288 4.69170932409
0056 136.106 35.603 47.2719772406 20.1788320889 -4.90594783307 2.93669078401 1.37180989074 6.07478748206
0057 135.233 35.55 36.4895852888 19.2822434731 -5.68794165494 1.3184788621 2.44282491097 5.05693283898
0058 137.348 36.136 76.8004250358 14.9783980878 -7.20828556812 1.01152397989 0.939845634924 4.44096133038
0059 137.248 35.8 58.4221168785 23.2849988216 -24.5964866877 1.9944717291 1.50649429173 5.42960402682
0060 136.9 35.526 47.4792117649 18.5277494202 -2.81806563775 1.34695254166 1.1620358141 3.26959479716
