%Tid lon lat E[km] N[km] dep[km] strike dip Area[km2] idP1 idP2 idP3
50  140.71  35.43  -253.672 -690.999  45.292  182.760  17.880  170.735   197 195 205
51  144.49  42.61   80.971  102.307  35.244  248.669  26.006  1047.136  153 54 151
52  141.46  38.93  -177.173 -304.075  62.714  188.407  25.986  343.868   171 83 164
53  140.95  36.69  -227.736 -552.206  49.833  211.518  21.431  755.775   142 198 123
54  141.07  37.98  -213.238 -409.287  70.105  194.278  27.226  291.292   87 120 187
55  140.72  35.82  -251.317 -647.604  46.437  192.560  19.650  286.398   193 194 32
56  142.64  37.93  -75.507 -417.442  20.044  193.790  12.403  1462.934  81 42 84
57  140.98  36.19  -226.342 -607.242  41.395  197.626  20.572  399.920   200 199 144
58  143.00  36.96  -44.741 -524.503  9.604   209.121  5.011   993.682   145 26 68
59  140.60  37.10  -257.824 -505.351  73.083  208.934  25.727  360.520   189 121 45
6  141.06  35.76  -220.126 -655.713  35.191  187.120  18.919  431.406   196 162 32
60  140.63  35.33  -260.636 -701.734  47.387  182.267  17.935  159.365   205 202 197
61  144.32  42.23   67.384  59.860  22.811  237.821  10.770  1074.011  153 152 66
62  141.45  35.28  -186.323 -709.564  21.804  185.727  18.530  939.892   138 135 56
63  140.50  38.30  -262.095 -372.289  100.360  190.840  29.373  538.960   177 176 47
64  142.41  39.12  -94.548 -285.029  30.166  186.413  16.983  557.821   96 97 86
65  140.81  37.27  -238.670 -486.790  69.337  203.197  24.788  285.461   185 186 121
66  140.60  36.70  -259.366 -549.718  61.635  218.040  22.921  371.951   191 190 198
67  141.33  36.13  -195.658 -615.201  30.025  195.552  19.269  757.577   162 130 144
68  140.01  36.56  -312.103 -563.492  83.456  202.834  32.651  1267.956  125 59 124
69  141.48  42.52  -165.851  93.535  125.446  221.811  32.124  2280.563  76 71 7
7  142.42  40.56  -91.609 -124.666  42.367  194.954  20.806  875.937   110 103 77
70  142.20  38.73  -112.789 -327.343  34.277  187.396  18.253  305.913   166 174 34
71  142.59  36.57  -81.493 -568.303  10.288  214.150  5.376   1184.588  141 27 145
72  143.52  41.13   1.509  -62.783  20.120  197.208  12.270  1798.713  72 55 39
73  141.10  37.73  -211.781 -436.842  65.664  198.969  26.310  401.234   120 127 182
74  142.40  37.39  -97.169 -477.300  19.927  207.184  13.194  1763.938  51 42 33
75  140.47  35.66  -274.314 -664.493  53.472  189.011  20.177  279.462   194 133 204
76  141.60  41.97  -157.277  32.767  97.878  208.624  32.315  2717.940  76 57 46
77  139.48  36.13  -362.008 -609.874  110.463  191.703  41.819  3473.523  64 59 28
78  143.83  43.37   26.821  186.639  108.383  246.553  39.931  1802.388  1 36 159
79  141.30  38.72  -191.149 -327.080  67.781  188.813  26.694  360.591   172 168 83
8  140.94  38.70  -222.820 -329.020  83.880  191.521  28.177  327.027   172 94 173
80  140.98  38.55  -219.852 -345.492  80.554  191.581  28.191  403.526   172 173 93
81  143.20  38.82  -26.463 -319.009  14.800  197.216  7.926   950.011   114 41 53
82  141.81  39.14  -146.109 -282.177  49.142  184.465  24.408  311.735   99 169 92
83  141.69  38.17  -158.223 -389.162  46.978  194.392  22.162  719.033   88 89 82
84  141.02  35.90  -224.055 -639.641  37.533  192.501  19.729  497.107   162 199 32
85  140.76  38.71  -238.035 -327.371  92.178  191.412  28.965  321.189   178 173 94
86  140.72  35.28  -253.175 -708.392  44.821  184.194  18.341  176.395   202 201 197
87  141.77  41.71  -143.981  3.323   83.050  203.841  29.029  2632.000  57 112 46
88  140.79  39.81  -232.085 -205.862  102.226  190.231  30.171  1774.833  75 48 63
89  142.07  37.75  -125.635 -436.704  30.276  201.557  18.563  904.718   33 81 175
9  144.47  42.82   79.549  125.333  48.295  256.010  34.131  1140.274  160 151 54
90  142.12  36.80  -122.723 -542.413  18.038  208.738  13.216  1890.351  49 141 51
91  140.69  37.85  -247.663 -422.916  85.888  196.217  29.358  314.395   157 129 179
92  140.92  37.72  -226.953 -437.763  72.881  197.636  27.910  374.078   179 127 120
93  140.97  37.29  -224.322 -485.082  63.557  203.190  24.793  250.249   185 181 186
94  143.75  42.71   20.567  112.980  54.000  247.162  37.704  1061.849  150 149 151
95  140.50  36.84  -267.074 -534.441  68.817  220.047  26.560  357.027   191 45 190
96  140.07  37.45  -303.011 -465.041  105.569  203.199  30.981  1486.840  61 67 126
97  141.77  38.77  -149.984 -322.726  48.851  189.386  23.725  317.141   164 90 165
98  140.63  35.61  -260.304 -670.979  48.222  188.214  18.810  273.506   194 204 195
99  141.01  37.43  -220.675 -470.045  64.525  199.915  24.607  284.360   127 186 181
